reason,company,product_descrpition,brand_name,date
Undeclared drug substance: Sulfoaildenafil,"Novacare, LLC","Dietary Supplement: Stiff Nights, Aziffa, Size Matters, Erex, Mojo, Hard Drive, Eyeful, Red Magic, Straight Up, Zotrex, Monster Excyte, WOW, Xaitrex, Verect, Prolatis, Xytamax, Maxyte, Libidinal, OMG, OMG45, Zilex (with Golden Spear)",Novacare,08/2010
Listeria monocytogenes,Fresh Express,Veggie Lovers Salad,Fresh Express,08/2010
Potential failure of a pressure switch which may have an impact on administration,"Ikaria, Inc.",Nitric Oxide drug-delivery system,INOMAX,08/2010
Undeclared Sulfites,"Strong America, Ltd.",Dried Potatoes,Golden Smell,08/2010
"Undeclared drug substance: Sulfoaildenafil, an analogue of Sildenafil",Prolatis’,Dietary supplement,Prolatis’,08/2010
Undeclared drug substance: Didesmethyl sibutramine,"EZVille, Ltd",Solo Slim® and Solo Slim® Extra Strength capsules,EZVille,08/2010
Undeclared sulfites,Tiger King Inc.,Dried apricots,Rehmat,08/2010
undeclared tree nuts,South Bend Chocolate Company,"Bountiful Blend, a blend of chocolate covered mixed nuts and dried fruits",South Bend Chocolate Company,08/2010
Undeclared drug substance: tadalafil,EZVille Ltd,Revivexxx® Extra Strength tablet,EZVille,08/2010
Staphylococcus aureus,Mexicali Cheese Corp.,Cotija Cheese,Queso Cotija,08/2010
Under-processed resulting in possible contamination with microorganisms,"Optimus, Inc., d/b/a/ Marky&#39;s",,Eugenio Brezzi,08/2010
Potentially contaminated with Salmonella,"Merrick Petcare, Inc.",Texas Hold&#39;ems Beef Filet Squares for Dogs,Merrick,08/2010
Salmonella,The Procter &amp; Gamble Company,Dry Pet Food,"Iams, Eukanuba",07/2010
Visible particulate matter,"Lundbeck, Inc.",Ibuprofen lysine anti-inflammatory injection,NeoProfen,07/2010
Listeria monocytogenes,"Specialty-Farms, LLC",Sprouts,Specialty Farms,07/2010
Contains undeclared drug ingredient,"Nutraloid Labs, Inc.",Dietary Supplement,"Ejaculoid XXTREME, Stimuloid II",07/2010
"Undeclared egg and wheat, mislabeled",Bay Valley Foods,Canned Soup,Chef&#39;s Cupboard,07/2010
Salmonella,"Biggers &amp; Callaham LLC., D/B/A Mice Direct","Reptile feed - mice, rats, chicks",Mice Direct,07/2010
Salmonella,The Procter &amp; Gamble Company,cat food,Iams,07/2010
Listeria monocytogenes,"Pasco Processing, LLC",Corn and poblano pepper blend,,07/2010
Listeria monocytogenes,"Specialty-Farms, LLC",sprouts,Specialty Farms,07/2010
Undeclared peanuts,Oregon Ice Cream Company LLC,,Oregon Ice Cream Co.,07/2010
Undeclared egg,"Kashmir Crown Baking, LLC",Cake Rusk,KCB,07/2010
"Does not comply with GMP&#39;s, Chemical contamination","Airgas South, Inc.",Medical Gas Products,Airgas South,07/2010
undeclared eggs,Dulcería Chepito,Candy,Chepito,07/2010
Contains undeclared drug ingredient,J &amp; H Besta Corp.,,Joyful Slim Herb Supplement,07/2010
"Listeria monocytogenes, undeclared soy",Quong Hop &amp; Co.,"hummus, salads, wraps, sandwiches, and other food items",Raquel&#39;s,07/2010
"Difficulty swallowing, Choking hazard",Bausch + Lomb,Vitamins,PreserVision,07/2010
Undeclared wheat,"DeBoles Nutritional Foods, Inc.",Gluten Free Tubettini Corn Pasta,DeBoles,07/2010
Air leakage,Cook Medical,Tracheostomy Introducer Sets and Trays,"Ciaglia Blue Rhino, Ciaglia Blue Dolphin",07/2010
Adulterated: Undeclared drug substance (Sulfoaildenafil),"Good Health, Inc.",Dietary supplement Vialipro,"Good Health, Inc.",07/2010
Contains undeclared drug ingredient,J &amp; H Besta Corp.,Dietary Supplement,Slim-30 Herb Supplement,07/2010
Salmonella,Feline’s Pride,Cat Food,Feline’s Pride,07/2010
potential for botulism,"D &amp; M Smoked Fish, Inc.",herring,Haifa,07/2010
Undeclared sulfites,Diamond USA Inc.,Dry Apricot Rolled,Diamond,07/2010
E. coli O157:H7,Fresh Express,Romaine-based ready-to-eat salads,Fresh Express,07/2010
Subpotent,Bristol-Myers Squibb,Coumadin Tablets,Coumadin,07/2010
Undeclared walnuts,Quality Food Center,Broccoli Raisin Salad Kit,Quality Food Center,07/2010
Salmonella,Miravalle Foods Inc.,Chile Peppers,Miravalle,07/2010
Listeria monocytogenes,"J. Hellman Frozen Foods, Inc.",Avocado Pulp,Señor Mexicano,07/2010
"Uncharacteristic smell caused by the presence of trace amounts of a chemical called 2,4,6-tribromoanisole (TBA)",McNeil Consumer Healthcare,Over the counter (OTC) products,Benadryl; Tylenol; Motrin,07/2010
E. coli O157:H7,Ready Pac Foods Inc.,Baby Spinach,Ready Pac,07/2010
Listeria monocytogenes,"Marjon Specialty Foods, Inc.",Sliced apples,"Simply Fresh Fruit, Miller&#39;s Ale House",07/2010
Salmonella,"Merrick Pet Care, Inc.",Pet treats for dogs,Merrick,07/2010
Undeclared peanuts and chocolate flavored chips,"Setton International Foods, Inc.",Trail Mix,Fairway and Setton Farms,07/2010
Salmonella,United Pet Group,Vitamin tablets for dogs,Pro-Pet,07/2010
Listeria monocytogenes,Azteca Linda Corp.,Cheese,Queso El Azteca,07/2010
Salmonella,Feline&#39;s Pride,Cat Food,Feline&#39;s Pride,07/2010
Loose can seams,Tri-Union Seafoods LLC,Canned tuna,Chicken of the Sea,06/2010
Undeclared peanuts,"I Dolce, Inc. dba Roba Dolce",,Roba Dolce,06/2010
Undeclared milk powder,"Domega NY International Co., LTD",Custard Pie,Fuma,06/2010
Undeclared peanuts,Champion Nutrition,Whey Protein,Champion Nutrition,06/2010
Allergens,"Pure Base Distribution, LLC",Garlic Spread,Pure Base,06/2010
"Contains undeclared hydroxythiohomosildenafil, an analog of Sildenafil",INZ Distributors Inc./Magic Power Coffee Inc.,,Magic Power Coffee,06/2010
Off odor,Kellogg Company,Cereal,Kellogg,06/2010
Listeria monocytogenes,"Lancaster Foods, LLC",Fresh Spinach,"Krisp-Pak, Lancaster Fresh, Giant, and America&#39;s Choice",06/2010
may not meet package expiration date,The Procter &amp; Gamble Company,Nasal Spray,Sinex,06/2010
Salmonella,United Pet Group,Vitamin tablets for dogs,Pro-Pet,06/2010
Salmonella,"Natural Balance Pet Foods, Inc.,",Sweet Potato &amp; Chicken Dry Dog Food,Natural Balance,06/2010
Allergens,Rich Products Corporation,Bavarian Crème Filling,Allen,06/2010
Insufficient vitamin D levels,"Kent Nutrition Group, Inc.",Numerous finished swine feeds,Kent Feeds Swine Products,06/2010
Listeria monocytogenes,"Portland Shellfish Company, Inc.","Cooked, ready to eat frozen lobster claw and knuckle meat",Meat Without Feet,06/2010
Potential contamination with Listeria monocytogenes,"Portland Shellfish Company, Inc.","cooked, fresh or frozen lobster claw and knuckle meat",Portland Shellfish Co. Inc brand; Claw island; Craig’s All Natural; and Inland Ocean,06/2010
"Uncharacteristic smell caused by the presence of trace amounts of a chemical called 2,4,6-tribromoanisole (TBA)",McNeil Consumer Healthcare,Over the counter (OTC) products,Benadryl; Tylenol,06/2010
Undeclared milk,Bimbo Bakeries USA,Soft White Bread,Bimbo,06/2010
sulfites,"Sirob Imports, Inc.",sun dried tomatoes,Strawberry Farm,06/2010
Undeclared eggs,Domega NY International Co. LTD,Fuma Custard Pie,,06/2010
Undeclared tree nuts,Kroger Co.,,Kroger,06/2010
low thiamine levels,Procter &amp; Gamble Company,canned cat food,Iams,06/2010
sulfites,Eastern Fish,frozen shrimp,"Hannaford, Bloom",06/2010
foreign material and non-sterility,Pfizer Inc.,"Metronidazole, Ciprofloxacin and Ondansetron IV Products",Pfizer Injectables,06/2010
foreign material and non-sterility,"West-Ward Pharmaceuticals Inc.,",Ondansetron in 5% Dextrose Injection and Metronidazole Injection 500mg/100ml USP,,06/2010
may not charge and provide therapy,"Defibtech, LLC",,Defibtech,06/2010
Excess copper,"Kent Nutrition Group, Inc.",20 Lamb DQ45 Medicated,Kent,06/2010
foreign material and non-sterility,"Sagent Pharmaceuticals, Inc.",ondansetron injection in 5% dextrose 32mg / 50 mL,Sagent,06/2010
particulate matter,Claris Lifesciences,,Claris,06/2010
allergen,Better Made Snack Foods,Original Potato Sticks,Better Made,05/2010
may contain particulate matter,"Blacksmith Brands, Inc.","PediaCare Products: Multi-Symptom Cold, Long Acting Cough,  Decongestant, and Allergy and Cold",PediaCare,05/2010
salmonella,organicgirl Produce,baby spinach,organicgirl,05/2010
may contain particulate matter,"Hospira, Inc.","Propofol Injectable Emulsion 1% and Liposyn™ (Intravenous Fat Emulsion) products which include Liposyn II 10%, Liposyn II 20%, Liposyn III 10%, Liposyn III 20%, and Liposyn III 30%",Hospira,05/2010
allergens,"Wally&#39;s Nut House, LLC",Trail mixes,Wally&#39;s Nut House,05/2010
Salmonella,Fresh Express,Romaine-based ready-to-eat salads,Fresh Express,05/2010
sulfites,So Shing Hing (USA) Trading Co Ltd,dried melon,So Shing Hing,05/2010
salmonella,Caldwell Fresh Foods,alfalfa sprouts,"Caldwell Fresh Foods, Nature&#39;s Choice, California Exotics",05/2010
Undeclared egg,Valu Time,Ranch dressing,Valu Time,05/2010
Undeclared milk,Rise &#39;N Roll Bakery,Gourmet Cookie Mixes,Rise &#39;N Roll Specialties,05/2010
Undeclared egg,Rise ‘N Roll Bakery,Peanut Butter Spread,Rise ‘N Roll Specialties,05/2010
allergens,Dominguez Family Enterprises,Bakery products,Juanita&#39;s,05/2010
sterility,"Sagent Pharmaceuticals, Inc.","metronidazole injection, USP 500mg / 100mL",Sagent Pharmaceuticals,05/2010
sulfites,Herb and Honey Inc.,dried apricot,,05/2010
glass contamination,Baxter International Inc.,Hylenex (hyaluronidase human injection),no brand name,05/2010
Potential for botulism,"Amish Wedding Foods, Inc.","Pumpkin Butter, Sweet Potato Butter","Amish Wedding Foods, Finney&#39;s Bulk Foods, Our Maker&#39;s Acres, more",05/2010
sulfites,"Baroody Imports, Inc.",dried apricots,Baroody,05/2010
Allergen,Ryt-way Industries LLC,Sunflower Seeds,Bigs,05/2010
Listeria monocytogenes,"Mt. Vikos, Inc.",Cheese,Mt. Vikos,05/2010
Escherichia coli O145 bacteria,Freshway Foods,Products containing Romaine lettuce,"Freshway,  Imperial Sysco",05/2010
flex tube may not fit securely,Teleflex Medical,Hygroscopic Condenser Humidifier,AQUA+FLEX,05/2010
allergen,Nestlé USA,Fudge Kits,Nestlé CARNATION,05/2010
McNeil Consumer Healthcare is initiating this voluntary recall because some of these products may not meet required quality standards. This recall is not being undertaken on the basis of adverse medical events.,McNeil Consumer Healthcare,,,04/2010
Sulfites,Northern Food I/E Inc.,White Fungus,Havista,04/2010
Sulfites,Humei Trading Inc.,Dried Pachyrhizus,HUMEI FOODS,04/2010
Salmonella,MiDAS Foods International,"soup mix, sauce mix",MiDAS Foods International / American Saucery,04/2010
the product’s cuff not holding air as a result of leaks in the pilot balloon inflation assembly,Covidien,,,04/2010
Metal Fragments,"Purina Mills, LLC",,"Strategy, Layena SunFresh",04/2010
undeclared sulfites,Green Land,Health Mix,Nut Tree,04/2010
Allergen - undeclared wheat,StarKist Co.,frozen white whole fish fillet product,SeaSations,04/2010
Salmonella,MY-A &amp; CO,Black Pepper,,04/2010
Possible Salmonella Health Risk,Response Products,Dog Food,Cetyl M for Dogs,04/2010
Undeclared drug ingredient/unapproved drug,"Atlas Operations, Inc.",Dietary Supplement,"72 Hours (all strengths), Amour Again for Him, Arousin, more",04/2010
possible salmonella contamination,H-E-B,French Onion Dip,H-E-B,04/2010
Allergen,"McCormick &amp; Company, Inc.",Seasoning Mix,McCormick,04/2010
Listeria monocytogenes,Del Bueno,Cheese,Del Bueno,04/2010
Listeria monocytogenes,Del Bueno,Cheese,Del Bueno,04/2010
Histamine,Whole Foods Market,Frozen Tuna Steaks,Whole Catch,04/2010
Allergen,"Golden Pacific Foods, Inc.",Shrimp Snacks,Marco Polo,04/2010
Undeclared drug ingredient/unapproved drug,Kanec USA Inc.,Dietary Supplement,Stud Capsule,04/2010
Sterility,US Oftalmi,Eye and Nasal Drops,"Camolyn, Fisiolin",04/2010
Listeria monocytogenes,NY Gourmet Salads Inc.,Salad,NY Gourmet Salads,04/2010
Allergen,Glutino Food Group,Bread,Glutino,04/2010
Allergen,Zatarain&#39;s,Rice,Zatarain&#39;s,04/2010
Salmonella,Watkins Inc.,"Seasoning, Dip Mix",Watkins,03/2010
Salmonella,Binell Bros. Cutlery,Black Pepper,Binell Bros. Cutlery,03/2010
Undeclared drug ingredient/unapproved drug,"Natural Wellness, Inc.",Dietary Supplement,MasXtreme,03/2010
Salmonella,"Lance, Inc.",Barbecue Potato Chips,"Tom&#39;s, Lance",03/2010
Salmonella,Perfect Candy &amp; Packaging Co.,Black Peppercorns,H.D.W. Foods Inc.,03/2010
Salmonella,"Modern Products, Inc.",Seasonings,"Spike, Vegit, Hauser, more",03/2010
Salmonella,"C.H. Guenther &amp; Son, Inc.","Seasoning Mixes, Gravy Mixes","Best Yet, Food Club, Tops, more",03/2010
Salmonella,Blue Line Foodservice Distribution,Spice Paks,Little Caesars,03/2010
Salmonella,"C.H. Guenther &amp; Son, Inc.","Seasoning Mixes, Gravy Mixes","Bayou, Shop&#39;n Save, Carlita, more",03/2010
Allergen,"Walong Marketing, Inc.",Candy,Flying Horse,03/2010
Salmonella,"John B. Sanfilippo &amp; Son, Inc.",Snack Mix and Cashew Products,"Fisher, Archer Farms",03/2010
Salmonella,McCain Foods USA,Frozen Potato Product,McCain,03/2010
Salmonella,"C.H. Guenther &amp; Son, Inc.",Seasoning Mix,Chilli Man,03/2010
Salmonella,Bass Pro Shops,Batter Mix,Bass Pro Uncle Bucks,03/2010
Salmonella,"C.H. Guenther &amp; Son, Inc.",Seasoning Mixes,"Sunbird, Williams",03/2010
Salmonella,"Spice Barn, Inc.",Black Pepper,Spice Barn,03/2010
Particulate matter,The Medicines Company,Cleviprex (clevidipine butyrate) injectable emulsion,Cleviprex,03/2010
Salmonella,Barcel,Corn Chips,Barcel Tostachos,03/2010
Salmonella,The Kroger Co.,Garlic Powder,Kroger,03/2010
Salmonella,"Dutch Valley Food Distributors, Inc.","Black Pepper, Seasoning Salt, Seasoning, Dip Mix",Bulk Foods Inc.,03/2010
Salmonella,Spice Industrial Group Inc.,Sesame Seeds,Lian How,03/2010
Salmonella,The Kroger Co.,"Garlic Powder,Lemon Pepper",Kroger,03/2010
Salmonella,"Produce Valley, Inc.",Onion Dip Mix,Produce Valley,03/2010
Sterility,Teleflex Incorporated,"IV Tubing Sets, Accessories, Embolectomy Catheters",Arrow,03/2010
Salmonella,Tastefully Simple,Cheese Ball Mix,Tastefully Simple,03/2010
Salmonella,Emmi-Roth Kase USA,Cheese Spreads,Spreadables,03/2010
Salmonella,Julia&#39;s Spices Inc.,Sesame Seeds,Julia&#39;s Spices,03/2010
Salmonella,"McCormick &amp; Company, Incorporated","Dip Mix, Gravy Mix, Stuffing",McCormick,03/2010
Salmonella,"GFN Foods, LLC","Pancake Mix, Yellow Cake Mix, Cookie Blend Flour",Gluten-Free Naturals,03/2010
Salmonella,Quaker,Snack Mix,Quaker,03/2010
Salmonella,"Austinuts of Dallas, Inc.",Pretzels,Austinuts,03/2010
Salmonella,"Nutritional Resources, Inc.",Soup,Health Wise,03/2010
Salmonella,Olde Westport Spice,Seasoning,Olde Westport Garden Harvest,03/2010
Salmonella,"Mrs. Gerry&#39;s Kitchen, Inc.",Crab Creole Spread,Mrs. Gerry&#39;s,03/2010
Salmonella,Frontier Natural Products Co-op,"Spices, Spice Blends, Rub, Seasoning","Frontier, Whole Foods 365,  Whole Pantry",03/2010
Salmonella,Nature&#39;s Variety,Pet Food,Nature&#39;s Variety,03/2010
Salmonella,Publix Super Markets,Seasoning Mixes,Publix,03/2010
Salmonella,Herr Foods Inc.,Potato Chips,Herr&#39;s,03/2010
Salmonella,"GNS Foods, Inc.",Mixes containing pretzels,"Great Nut Supply, Spec’s Wines &amp; Fine Foods, Rouses Louisiana’s Best",03/2010
Salmonella,Procter &amp; Gamble,Potato Crisps,Pringles,03/2010
Allergen,"Ed Roller, Inc.",Seafood Sauce,Wegmans Food You Feel Good About,03/2010
Salmonella,"Fresh Food Concepts, Inc.",Spinach dip,"Delicioso, De La Casa, Rojo&#39;s, more",03/2010
Salmonella,"Ventura Foods, LLC",Dip,Dean&#39;s,03/2010
Listeria monocytogenes,Estrella Family Creamery,Cheese,Estrella Family Creamery,03/2010
Salmonella,"Mrs. Gerry&#39;s Kitchen, Inc.",Spinach Dip,,03/2010
Salmonella,"McCormick &amp; Company, Incorporated","Dip Mix, Gravy Mix, Stuffing",McCormick,03/2010
Salmonella,Concord Foods Inc.,Seasoning Mixes,Concord Foods,03/2010
Salmonella,National Pretzel Company,Pretzels,"President&#39;s Choice, Safeway, CVS, HK Anderson",03/2010
Salmonella,Mincing Overseas Spice Company,Black Pepper,Mincing,03/2010
Salmonella,"Orval Kent Food Company, Inc.",Dip,Culinary Circle,03/2010
Salmonella,Creative Contract Packaging Corporation,Bouillon,Herbox,03/2010
Salmonella,Earth Island,"Tofu, Pasta, Burger, Wrap, Burrito, Dressing, Dip",Follow Your Heart,03/2010
Salmonella,"Reser&#39;s Fine Foods, Inc.","Dressing, Dip, Redskin Potato",Reser&#39;s,03/2010
Salmonella,Homemade Gourmet,Soup Mix,Homemade Gourmet,03/2010
Salmonella,Tim&#39;s Cascade Snacks,,Hawaiian,03/2010
Salmonella,"Castella Imports, Inc.",,Castella,03/2010
Salmonella,"Heartland Foods, Inc.",Black Pepper,Heartland Foods,03/2010
Salmonella,T. Marzetti Company,Dips,"T. Marzetti, Oak Lake Farms, Great Value",03/2010
Salmonella,The Kroger Co.,Onion Soup &amp; Dip Mixes,Kroger,02/2010
Salmonella,Johnny&#39;s Fine Food,Au Jus Mix,Johnny&#39;s,02/2010
,,American Pecan Co. Recalls Pecans Because of Possible Health Risk,,02/2010
Salmonella,Wholesome Spice,Crushed Red Pepper,Wholesome Spices,02/2010
Salmonella,Thumb Oilseed Producers&#39; Cooperative,Soy Grits &amp; Flour,"Soy Beginnings, Nexsoy",02/2010
May provide falsely low glucose results,"LifeScan, Inc.",Test Strips,OneTouch SureStep,02/2010
Salmonella,"Lovin Oven, LLC",Granola Bars,Health Valley Organic,02/2010
Salmonella,Trader Joe&#39;s Company,,Trader Joe&#39;s,02/2010
Listeria monocytogenes,Queseria Bendita,Cheese,Queseria Bendita,02/2010
Salmonella,Fresh &amp; Easy Neighborhood Market Inc.,Granola Bars,fresh&amp;easy,02/2010
Allergen,"Walong Marketing, Inc.",Sesame Candy,Flying Horse,02/2010
Listeria monocytogenes,Estrella Family Creamery,Cheese,Estrella Family Creamery,02/2010
Salmonella,Nature&#39;s Variety,Pet Food,Nature&#39;s Variety,02/2010
Listeria monocytogenes,Estrella Family Creamery of Montesano,Cheese,Estrella Family Creamery,02/2010
Allergen,Stop &amp; Shop Supermarket Company,Cookies,Fresh Bakery,02/2010
Allergen,Giant Food,Cookies,Giant Food,02/2010
Salmonella,Trader Joe&#39;s Company,Granola Bars,Trader Joe&#39;s,02/2010
Air embolism or leakage of blood and/or therapy,"Acacia, Inc.",IV Extension Sets with BD Q-Syte™ Luer Access Device,MPS Acacia,02/2010
Air embolism or leakage of blood and/or therapy,"BD (Becton, Dickinson and Company)",Luer access devices and closed IV catheter systems,"BD Q-Syte, BD Nexiva",02/2010
Allergen,Turkey Hill Dairy,Ice Cream,Turkey Hill,02/2010
Allergen,"Cousins Products, LLC",Spinach vinaigrette,Cousins Products,02/2010
Allergen,Pierono Frozen Foods Inc.,Jumbo Shells with Cheese,Pierino,02/2010
may not deliver therapy,Cardiac Science Corporation,Automated external defibrillators,Cardiac Science,02/2010
